"","age","degree","race","age_cat","sex","priors_count","score_num","two_year_recid"
"4258",27,"Misdemeanor","African-American","25 - 45","Male",0,1,1
"4261",31,"Misdemeanor","African-American","25 - 45","Male",6,10,1
"4262",26,"Felony","African-American","25 - 45","Male",2,3,1
"4263",20,"Felony","African-American","Less than 25","Male",4,9,1
"4266",29,"Felony","African-American","25 - 45","Male",6,2,0
"4268",31,"Felony","African-American","25 - 45","Male",11,7,1
"4271",49,"Misdemeanor","African-American","Greater than 45","Male",1,1,1
"4273",23,"Felony","African-American","Less than 25","Female",1,3,0
"4277",34,"Felony","African-American","25 - 45","Male",0,1,0
"4279",54,"Felony","African-American","Greater than 45","Male",1,3,0
"4280",24,"Felony","African-American","Less than 25","Male",3,10,1
"4283",36,"Felony","African-American","25 - 45","Male",0,1,0
"4285",38,"Misdemeanor","African-American","25 - 45","Female",0,2,0
"4288",32,"Felony","African-American","25 - 45","Male",0,3,0
"4290",21,"Felony","African-American","Less than 25","Male",4,8,0
"4291",57,"Felony","African-American","Greater than 45","Male",0,1,1
"4292",68,"Felony","African-American","Greater than 45","Male",2,4,0
"4293",24,"Misdemeanor","African-American","Less than 25","Male",0,3,0
"4294",46,"Felony","African-American","Greater than 45","Male",3,1,1
"4297",25,"Felony","African-American","25 - 45","Male",8,8,1
"4298",24,"Felony","African-American","Less than 25","Male",7,7,1
"4299",41,"Felony","African-American","25 - 45","Male",1,4,0
"4302",23,"Felony","African-American","Less than 25","Male",0,2,0
"4307",43,"Misdemeanor","African-American","25 - 45","Male",0,1,0
"4308",26,"Felony","African-American","25 - 45","Male",4,7,1
"4310",60,"Felony","African-American","Greater than 45","Male",1,1,0
"4311",24,"Misdemeanor","African-American","Less than 25","Male",0,5,1
"4314",28,"Felony","African-American","25 - 45","Male",7,7,1
"4317",24,"Felony","African-American","Less than 25","Female",2,7,1
"4320",37,"Felony","African-American","25 - 45","Male",0,8,0
"4321",28,"Felony","African-American","25 - 45","Male",8,8,1
"4324",20,"Felony","African-American","Less than 25","Male",2,7,1
"4325",52,"Misdemeanor","African-American","Greater than 45","Male",0,1,0
"4326",29,"Misdemeanor","African-American","25 - 45","Male",0,2,0
"4327",34,"Felony","African-American","25 - 45","Male",11,8,1
"4328",24,"Felony","African-American","Less than 25","Male",0,2,1
"4329",28,"Felony","African-American","25 - 45","Male",6,10,1
"4330",28,"Felony","African-American","25 - 45","Male",2,5,1
"4331",29,"Felony","African-American","25 - 45","Male",0,7,0
"4336",20,"Felony","African-American","Less than 25","Male",0,3,0
"4337",23,"Misdemeanor","African-American","Less than 25","Male",0,5,0
"4338",44,"Felony","African-American","25 - 45","Male",6,4,1
"4339",34,"Felony","African-American","25 - 45","Male",8,7,1
"4340",55,"Misdemeanor","African-American","Greater than 45","Male",0,1,1
"4341",23,"Felony","African-American","Less than 25","Female",0,6,1
"4342",23,"Felony","African-American","Less than 25","Female",3,9,1
"4344",77,"Misdemeanor","African-American","Greater than 45","Male",0,1,0
"4346",34,"Felony","African-American","25 - 45","Male",8,9,1
"4349",30,"Misdemeanor","African-American","25 - 45","Male",3,2,1
"4350",26,"Felony","African-American","25 - 45","Male",0,4,1
"4352",34,"Felony","African-American","25 - 45","Male",2,3,0
"4355",38,"Misdemeanor","African-American","25 - 45","Male",8,6,0
"4356",21,"Felony","African-American","Less than 25","Male",0,7,1
"4361",54,"Misdemeanor","African-American","Greater than 45","Male",1,1,0
"4366",22,"Felony","African-American","Less than 25","Male",0,7,1
"4367",23,"Felony","African-American","Less than 25","Female",2,10,1
"4369",45,"Felony","African-American","Greater than 45","Male",7,1,0
"4372",28,"Felony","African-American","25 - 45","Male",12,5,0
"4373",24,"Felony","African-American","Less than 25","Male",1,6,1
"4375",41,"Felony","African-American","25 - 45","Male",2,1,0
"4376",35,"Misdemeanor","African-American","25 - 45","Male",3,2,1
"4377",20,"Felony","African-American","Less than 25","Male",1,8,1
"4378",32,"Felony","African-American","25 - 45","Male",19,9,1
"4379",28,"Felony","African-American","25 - 45","Male",2,5,0
"4380",33,"Felony","African-American","25 - 45","Male",7,6,1
"4381",26,"Felony","African-American","25 - 45","Male",8,8,1
"4382",22,"Misdemeanor","African-American","Less than 25","Male",1,9,1
"4383",25,"Felony","African-American","25 - 45","Female",4,5,0
"4386",30,"Felony","African-American","25 - 45","Male",2,8,1
"4387",25,"Misdemeanor","African-American","25 - 45","Male",11,8,1
"4388",33,"Felony","African-American","25 - 45","Male",3,6,1
"4391",37,"Felony","African-American","25 - 45","Male",2,2,1
"4394",27,"Misdemeanor","African-American","25 - 45","Male",27,10,1
"4395",26,"Felony","African-American","25 - 45","Male",7,6,0
"4399",21,"Misdemeanor","African-American","Less than 25","Male",2,9,1
"4400",30,"Misdemeanor","African-American","25 - 45","Male",4,2,1
"4403",23,"Felony","African-American","Less than 25","Male",2,8,1
"4404",31,"Felony","African-American","25 - 45","Female",2,5,1
"4405",40,"Misdemeanor","African-American","25 - 45","Male",8,6,1
"4406",33,"Felony","African-American","25 - 45","Male",1,2,0
"4407",40,"Misdemeanor","African-American","25 - 45","Male",11,3,1
"4409",21,"Misdemeanor","African-American","Less than 25","Male",0,3,1
"4410",51,"Felony","African-American","Greater than 45","Male",4,1,0
"4417",41,"Misdemeanor","African-American","25 - 45","Male",3,2,1
"4421",40,"Felony","African-American","25 - 45","Female",2,1,0
"4422",37,"Felony","African-American","25 - 45","Male",2,3,0
"4423",37,"Felony","African-American","25 - 45","Female",0,3,0
"4424",23,"Felony","African-American","Less than 25","Female",2,5,1
"4426",19,"Felony","African-American","Less than 25","Male",1,4,1
"4428",25,"Misdemeanor","African-American","25 - 45","Male",0,3,0
"4431",26,"Misdemeanor","African-American","25 - 45","Male",6,8,0
"4432",51,"Misdemeanor","African-American","Greater than 45","Male",8,1,1
"4433",20,"Felony","African-American","Less than 25","Male",0,8,0
"4435",22,"Felony","African-American","Less than 25","Male",0,7,1
"4437",35,"Felony","African-American","25 - 45","Male",2,3,0
"4439",52,"Misdemeanor","African-American","Greater than 45","Female",0,1,0
"4440",33,"Misdemeanor","African-American","25 - 45","Female",0,9,0
"4442",32,"Felony","African-American","25 - 45","Male",3,5,1
"4443",20,"Felony","African-American","Less than 25","Male",5,9,1
"4444",67,"Felony","African-American","Greater than 45","Male",8,4,0
"4445",31,"Misdemeanor","African-American","25 - 45","Male",7,4,0
"4447",30,"Misdemeanor","African-American","25 - 45","Male",4,8,0
"4449",25,"Felony","African-American","25 - 45","Male",0,2,0
"4450",25,"Felony","African-American","25 - 45","Male",0,7,0
"4451",27,"Felony","African-American","25 - 45","Male",10,8,1
"4452",22,"Felony","African-American","Less than 25","Male",0,4,0
"4453",37,"Felony","African-American","25 - 45","Male",8,6,0
"4457",30,"Misdemeanor","African-American","25 - 45","Male",4,2,0
"4458",34,"Misdemeanor","African-American","25 - 45","Male",1,2,0
"4461",41,"Felony","African-American","25 - 45","Female",8,8,1
"4466",27,"Felony","African-American","25 - 45","Male",0,6,0
"4469",23,"Felony","African-American","Less than 25","Male",3,7,1
"4472",41,"Felony","African-American","25 - 45","Female",0,1,0
"4474",33,"Misdemeanor","African-American","25 - 45","Male",0,1,0
"4475",33,"Felony","African-American","25 - 45","Male",12,10,1
"4476",41,"Felony","African-American","25 - 45","Male",14,6,1
"4480",25,"Misdemeanor","African-American","25 - 45","Male",0,6,0
"4481",37,"Misdemeanor","African-American","25 - 45","Male",0,1,1
"4483",21,"Misdemeanor","African-American","Less than 25","Male",0,9,0
"4486",24,"Misdemeanor","African-American","Less than 25","Male",2,4,0
"4487",35,"Felony","African-American","25 - 45","Male",0,4,0
"4488",22,"Felony","African-American","Less than 25","Female",0,4,1
"4490",41,"Felony","African-American","25 - 45","Male",6,3,1
"4492",51,"Felony","African-American","Greater than 45","Male",19,8,1
"4493",26,"Felony","African-American","25 - 45","Female",1,3,1
"4494",46,"Misdemeanor","African-American","Greater than 45","Male",2,7,0
"4497",25,"Felony","African-American","25 - 45","Male",2,9,0
"4498",27,"Misdemeanor","African-American","25 - 45","Male",1,5,0
"4499",31,"Felony","African-American","25 - 45","Male",13,9,1
"4501",52,"Misdemeanor","African-American","Greater than 45","Male",7,3,1
"4502",29,"Felony","African-American","25 - 45","Male",6,6,1
"4506",24,"Felony","African-American","Less than 25","Male",3,5,1
"4507",41,"Misdemeanor","African-American","25 - 45","Male",7,3,0
"4508",27,"Misdemeanor","African-American","25 - 45","Female",3,5,1
"4509",40,"Felony","African-American","25 - 45","Male",1,1,1
"4512",21,"Misdemeanor","African-American","Less than 25","Male",2,8,1
"4513",44,"Misdemeanor","African-American","25 - 45","Male",8,8,1
"4515",31,"Misdemeanor","African-American","25 - 45","Male",5,9,1
"4517",67,"Felony","African-American","Greater than 45","Female",0,1,0
"4519",25,"Felony","African-American","25 - 45","Male",0,3,0
"4523",27,"Felony","African-American","25 - 45","Male",13,10,1
"4524",23,"Felony","African-American","Less than 25","Male",2,2,0
"4528",21,"Felony","African-American","Less than 25","Male",2,7,1
"4529",53,"Felony","African-American","Greater than 45","Male",5,4,0
"4530",36,"Misdemeanor","African-American","25 - 45","Male",1,1,0
"4534",51,"Felony","African-American","Greater than 45","Male",15,8,1
"4536",28,"Misdemeanor","African-American","25 - 45","Male",4,2,1
"4539",23,"Felony","African-American","Less than 25","Male",2,9,1
"4541",59,"Felony","African-American","Greater than 45","Male",8,8,1
"4542",20,"Felony","African-American","Less than 25","Male",0,7,1
"4545",43,"Felony","African-American","25 - 45","Male",0,1,1
"4546",36,"Misdemeanor","African-American","25 - 45","Female",1,5,0
"4549",29,"Felony","African-American","25 - 45","Male",5,5,1
"4550",21,"Misdemeanor","African-American","Less than 25","Female",0,5,0
"4552",34,"Misdemeanor","African-American","25 - 45","Male",5,3,1
"4553",42,"Felony","African-American","25 - 45","Female",16,6,0
"4554",21,"Felony","African-American","Less than 25","Male",3,9,1
"4555",69,"Felony","African-American","Greater than 45","Male",1,1,1
"4558",27,"Felony","African-American","25 - 45","Male",4,8,1
"4559",55,"Misdemeanor","African-American","Greater than 45","Female",1,1,0
"4560",24,"Misdemeanor","African-American","Less than 25","Male",7,8,1
"4563",34,"Misdemeanor","African-American","25 - 45","Male",4,6,0
"4564",27,"Felony","African-American","25 - 45","Male",2,5,0
"4565",37,"Misdemeanor","African-American","25 - 45","Male",12,10,0
"4567",27,"Felony","African-American","25 - 45","Male",5,9,1
"4568",50,"Felony","African-American","Greater than 45","Male",1,1,0
"4569",22,"Felony","African-American","Less than 25","Male",1,5,0
"4570",43,"Felony","African-American","25 - 45","Male",1,6,1
"4574",34,"Felony","African-American","25 - 45","Male",1,1,0
"4575",31,"Felony","African-American","25 - 45","Male",16,10,1
"4577",23,"Felony","African-American","Less than 25","Male",1,5,1
"4579",24,"Misdemeanor","African-American","Less than 25","Male",1,8,1
"4580",30,"Felony","African-American","25 - 45","Male",1,9,0
"4581",32,"Felony","African-American","25 - 45","Male",17,8,1
"4586",23,"Misdemeanor","African-American","Less than 25","Male",1,8,0
"4589",20,"Felony","African-American","Less than 25","Female",0,5,0
"4591",24,"Misdemeanor","African-American","Less than 25","Male",0,5,1
"4592",30,"Misdemeanor","African-American","25 - 45","Male",5,3,0
"4593",20,"Misdemeanor","African-American","Less than 25","Female",0,4,1
"4594",25,"Misdemeanor","African-American","25 - 45","Male",0,3,0
"4596",29,"Felony","African-American","25 - 45","Male",0,2,1
"4598",27,"Felony","African-American","25 - 45","Male",1,2,0
"4600",24,"Felony","African-American","Less than 25","Male",1,7,0
"4603",64,"Misdemeanor","African-American","Greater than 45","Male",8,4,1
"4604",23,"Misdemeanor","African-American","Less than 25","Male",0,10,1
"4608",21,"Felony","African-American","Less than 25","Male",0,4,0
"4609",20,"Felony","African-American","Less than 25","Male",0,5,1
"4610",37,"Misdemeanor","African-American","25 - 45","Male",17,9,0
"4613",27,"Felony","African-American","25 - 45","Male",2,9,1
"4614",45,"Felony","African-American","Greater than 45","Male",16,7,0
"4620",21,"Felony","African-American","Less than 25","Female",1,6,1
"4622",27,"Misdemeanor","African-American","25 - 45","Male",3,3,0
"4625",29,"Misdemeanor","African-American","25 - 45","Male",3,3,1
"4632",28,"Felony","African-American","25 - 45","Male",6,1,0
"4633",26,"Felony","African-American","25 - 45","Female",6,6,1
"4634",24,"Felony","African-American","Less than 25","Male",5,9,1
"4637",28,"Felony","African-American","25 - 45","Male",7,10,0
"4638",36,"Misdemeanor","African-American","25 - 45","Female",1,2,0
"4640",23,"Felony","African-American","Less than 25","Male",1,2,0
"4644",29,"Misdemeanor","African-American","25 - 45","Male",0,3,0
"4646",29,"Felony","African-American","25 - 45","Male",11,3,1
"4647",34,"Misdemeanor","African-American","25 - 45","Male",8,7,0
"4648",26,"Felony","African-American","25 - 45","Male",6,7,1
"4649",58,"Felony","African-American","Greater than 45","Male",0,1,0
"4652",30,"Felony","African-American","25 - 45","Male",1,3,1
"4653",44,"Felony","African-American","25 - 45","Male",0,3,0
"4655",29,"Felony","African-American","25 - 45","Female",11,9,1
"4657",53,"Felony","African-American","Greater than 45","Male",3,6,1
"4658",35,"Misdemeanor","African-American","25 - 45","Male",8,6,0
"4662",26,"Felony","African-American","25 - 45","Male",10,9,1
"4663",28,"Misdemeanor","African-American","25 - 45","Male",8,6,1
"4665",37,"Felony","African-American","25 - 45","Male",8,5,0
"4666",22,"Felony","African-American","Less than 25","Male",12,10,1
"4667",28,"Felony","African-American","25 - 45","Male",12,10,1
"4670",27,"Felony","African-American","25 - 45","Male",2,4,0
"4673",43,"Misdemeanor","African-American","25 - 45","Male",15,9,1
"4674",53,"Felony","African-American","Greater than 45","Female",5,6,0
"4675",27,"Felony","African-American","25 - 45","Male",6,7,1
"4676",26,"Misdemeanor","African-American","25 - 45","Male",6,5,0
"4678",30,"Felony","African-American","25 - 45","Male",0,6,0
"4680",26,"Felony","African-American","25 - 45","Male",4,9,0
"4681",24,"Misdemeanor","African-American","Less than 25","Male",3,6,1
"4683",54,"Felony","African-American","Greater than 45","Male",4,1,0
"4686",36,"Felony","African-American","25 - 45","Female",13,9,1
"4687",21,"Felony","African-American","Less than 25","Male",1,10,1
"4692",31,"Felony","African-American","25 - 45","Male",2,1,0
"4693",21,"Felony","African-American","Less than 25","Male",0,7,1
"4694",28,"Misdemeanor","African-American","25 - 45","Female",1,4,1
"4696",28,"Felony","African-American","25 - 45","Male",2,4,0
"4698",22,"Felony","African-American","Less than 25","Male",0,3,1
"4699",21,"Felony","African-American","Less than 25","Female",0,6,0
"4701",25,"Felony","African-American","25 - 45","Male",4,9,1
"4702",37,"Felony","African-American","25 - 45","Male",7,7,0
"4705",24,"Misdemeanor","African-American","Less than 25","Male",0,3,0
"4706",30,"Felony","African-American","25 - 45","Male",15,10,1
"4709",51,"Felony","African-American","Greater than 45","Male",21,8,1
"4712",35,"Misdemeanor","African-American","25 - 45","Male",1,4,0
"4715",24,"Felony","African-American","Less than 25","Male",0,5,0
"4718",21,"Felony","African-American","Less than 25","Male",0,3,1
"4719",27,"Felony","African-American","25 - 45","Male",7,10,1
"4720",28,"Felony","African-American","25 - 45","Male",18,9,1
"4723",19,"Felony","African-American","Less than 25","Male",0,4,1
"4724",40,"Felony","African-American","25 - 45","Male",2,4,0
"4729",25,"Felony","African-American","25 - 45","Male",7,6,0
"4730",24,"Felony","African-American","Less than 25","Female",0,3,0
"4732",44,"Felony","African-American","25 - 45","Male",0,1,0
"4733",23,"Misdemeanor","African-American","Less than 25","Female",0,7,0
"4735",27,"Felony","African-American","25 - 45","Male",0,2,0
"4737",57,"Misdemeanor","African-American","Greater than 45","Male",16,5,1
"4740",30,"Misdemeanor","African-American","25 - 45","Male",18,9,1
"4741",34,"Felony","African-American","25 - 45","Male",0,8,1
"4742",24,"Felony","African-American","Less than 25","Male",1,2,0
"4744",42,"Felony","African-American","25 - 45","Male",7,1,0
"4752",37,"Misdemeanor","African-American","25 - 45","Male",3,3,0
"4753",25,"Felony","African-American","25 - 45","Male",1,2,0
"4757",23,"Felony","African-American","Less than 25","Male",0,5,0
"4758",21,"Felony","African-American","Less than 25","Male",0,4,0
"4759",28,"Misdemeanor","African-American","25 - 45","Male",6,5,1
"4760",35,"Felony","African-American","25 - 45","Male",0,1,0
"4761",29,"Felony","African-American","25 - 45","Male",4,4,1
"4762",23,"Felony","African-American","Less than 25","Male",2,4,1
"4763",28,"Felony","African-American","25 - 45","Male",7,10,1
"4766",25,"Felony","African-American","25 - 45","Male",2,4,0
"4768",47,"Felony","African-American","Greater than 45","Male",4,4,1
"4769",30,"Felony","African-American","25 - 45","Female",4,5,0
"4771",47,"Felony","African-American","Greater than 45","Female",7,9,1
"4773",37,"Misdemeanor","African-American","25 - 45","Male",8,5,0
"4774",26,"Felony","African-American","25 - 45","Male",7,10,1
"4777",22,"Felony","African-American","Less than 25","Male",0,7,1
"4778",33,"Felony","African-American","25 - 45","Male",14,10,1
"4779",30,"Misdemeanor","African-American","25 - 45","Male",1,2,0
"4781",24,"Misdemeanor","African-American","Less than 25","Male",2,9,1
"4783",29,"Misdemeanor","African-American","25 - 45","Male",0,2,0
"4785",36,"Felony","African-American","25 - 45","Female",1,2,0
"4786",23,"Misdemeanor","African-American","Less than 25","Male",0,3,1
"4787",21,"Felony","African-American","Less than 25","Male",1,10,1
"4788",29,"Felony","African-American","25 - 45","Male",6,6,1
"4791",29,"Misdemeanor","African-American","25 - 45","Male",4,5,0
"4792",26,"Misdemeanor","African-American","25 - 45","Female",0,9,0
"4794",32,"Felony","African-American","25 - 45","Male",1,2,0
"4796",30,"Felony","African-American","25 - 45","Male",1,2,0
"4797",25,"Felony","African-American","25 - 45","Male",0,5,0
"4799",58,"Felony","African-American","Greater than 45","Male",0,4,1
"4800",24,"Felony","African-American","Less than 25","Male",5,6,0
"4801",20,"Felony","African-American","Less than 25","Male",1,10,1
"4805",29,"Felony","African-American","25 - 45","Male",17,10,1
"4806",30,"Felony","African-American","25 - 45","Male",0,4,1
"4807",55,"Felony","African-American","Greater than 45","Male",8,1,1
"4809",30,"Felony","African-American","25 - 45","Male",13,10,1
"4810",24,"Felony","African-American","Less than 25","Male",4,5,1
"4812",26,"Misdemeanor","African-American","25 - 45","Male",2,5,0
"4814",34,"Misdemeanor","African-American","25 - 45","Male",1,2,0
"4815",21,"Misdemeanor","African-American","Less than 25","Male",0,4,1
"4818",45,"Misdemeanor","African-American","Greater than 45","Male",1,1,0
"4819",25,"Misdemeanor","African-American","25 - 45","Male",8,8,1
"4820",52,"Misdemeanor","African-American","Greater than 45","Male",2,1,0
"4824",38,"Misdemeanor","African-American","25 - 45","Male",2,4,1
"4825",23,"Felony","African-American","Less than 25","Male",4,7,1
"4827",22,"Felony","African-American","Less than 25","Female",0,6,0
"4828",35,"Felony","African-American","25 - 45","Male",6,3,0
"4829",24,"Felony","African-American","Less than 25","Male",0,7,1
"4830",35,"Misdemeanor","African-American","25 - 45","Male",1,6,0
"4831",25,"Felony","African-American","25 - 45","Male",2,6,0
"4833",27,"Felony","African-American","25 - 45","Male",7,4,1
"4834",24,"Felony","African-American","Less than 25","Male",6,9,1
"4837",30,"Felony","African-American","25 - 45","Male",3,5,0
"4840",34,"Felony","African-American","25 - 45","Male",1,2,0
"4841",26,"Felony","African-American","25 - 45","Male",1,8,1
"4842",23,"Felony","African-American","Less than 25","Male",0,2,0
"4844",31,"Misdemeanor","African-American","25 - 45","Male",0,4,0
"4846",30,"Felony","African-American","25 - 45","Male",14,8,1
"4848",44,"Felony","African-American","25 - 45","Male",0,1,0
"4849",52,"Felony","African-American","Greater than 45","Male",0,1,0
"4850",30,"Felony","African-American","25 - 45","Male",6,5,1
"4851",31,"Felony","African-American","25 - 45","Male",9,8,1
"4852",21,"Felony","African-American","Less than 25","Female",2,6,0
"4855",41,"Misdemeanor","African-American","25 - 45","Female",0,1,0
"4857",34,"Felony","African-American","25 - 45","Female",5,3,0
"4859",25,"Misdemeanor","African-American","25 - 45","Male",6,7,1
"4860",30,"Felony","African-American","25 - 45","Male",1,1,0
"4864",53,"Misdemeanor","African-American","Greater than 45","Male",5,2,0
"4868",36,"Felony","African-American","25 - 45","Male",7,6,1
"4869",35,"Felony","African-American","25 - 45","Male",16,8,1
"4872",26,"Felony","African-American","25 - 45","Female",1,5,0
"4874",32,"Misdemeanor","African-American","25 - 45","Male",0,1,0
"4876",35,"Felony","African-American","25 - 45","Male",0,3,0
"4877",27,"Felony","African-American","25 - 45","Male",2,3,0
"4878",33,"Felony","African-American","25 - 45","Male",12,9,1
"4881",30,"Felony","African-American","25 - 45","Male",0,4,0
"4882",41,"Felony","African-American","25 - 45","Male",19,8,0
"4887",37,"Felony","African-American","25 - 45","Male",17,9,1
"4888",43,"Felony","African-American","25 - 45","Male",4,1,1
"4891",22,"Felony","African-American","Less than 25","Female",4,9,1
"4893",34,"Misdemeanor","African-American","25 - 45","Female",1,2,0
"4895",20,"Misdemeanor","African-American","Less than 25","Female",0,7,1
"4896",30,"Misdemeanor","African-American","25 - 45","Male",0,1,0
"4897",43,"Misdemeanor","African-American","25 - 45","Female",0,1,0
"4900",42,"Felony","African-American","25 - 45","Male",7,9,1
"4905",32,"Misdemeanor","African-American","25 - 45","Male",2,5,0
"4906",38,"Misdemeanor","African-American","25 - 45","Male",0,1,0
"4907",27,"Felony","African-American","25 - 45","Female",8,6,0
"4910",30,"Misdemeanor","African-American","25 - 45","Male",8,9,1
"4919",21,"Felony","African-American","Less than 25","Male",8,9,1
"4922",36,"Felony","African-American","25 - 45","Female",4,2,0
"4923",25,"Felony","African-American","25 - 45","Female",6,7,1
"4926",27,"Felony","African-American","25 - 45","Male",2,6,0
"4927",26,"Misdemeanor","African-American","25 - 45","Male",8,4,1
"4928",21,"Felony","African-American","Less than 25","Male",1,3,0
"4931",40,"Misdemeanor","African-American","25 - 45","Male",23,6,1
"4933",41,"Felony","African-American","25 - 45","Male",7,9,0
"4939",30,"Misdemeanor","African-American","25 - 45","Male",1,2,0
"4946",33,"Felony","African-American","25 - 45","Male",0,5,0
"4948",21,"Felony","African-American","Less than 25","Male",2,6,1
"4950",28,"Misdemeanor","African-American","25 - 45","Female",5,8,0
"4951",52,"Felony","African-American","Greater than 45","Female",3,1,0
"4955",25,"Felony","African-American","25 - 45","Male",0,2,1
"4956",27,"Misdemeanor","African-American","25 - 45","Female",0,3,0
"4958",40,"Misdemeanor","African-American","25 - 45","Male",2,3,0
"4960",24,"Misdemeanor","African-American","Less than 25","Male",2,9,1
"4961",24,"Felony","African-American","Less than 25","Male",10,10,1
"4965",21,"Felony","African-American","Less than 25","Male",1,7,1
"4967",24,"Felony","African-American","Less than 25","Male",2,5,1
"4968",29,"Misdemeanor","African-American","25 - 45","Male",3,1,0
"4970",38,"Felony","African-American","25 - 45","Male",0,3,1
"4972",33,"Misdemeanor","African-American","25 - 45","Male",9,7,1
"4976",39,"Felony","African-American","25 - 45","Female",3,5,1
"4977",35,"Felony","African-American","25 - 45","Male",4,4,0
"4981",22,"Felony","African-American","Less than 25","Male",2,6,0
"4982",29,"Felony","African-American","25 - 45","Female",0,4,1
"4983",31,"Misdemeanor","African-American","25 - 45","Male",0,9,0
"4989",46,"Misdemeanor","African-American","Greater than 45","Male",0,2,0
"4990",20,"Felony","African-American","Less than 25","Male",0,4,1
"4991",29,"Felony","African-American","25 - 45","Male",16,10,1
"4992",29,"Felony","African-American","25 - 45","Male",7,3,0
"4994",21,"Felony","African-American","Less than 25","Male",0,4,0
"4995",40,"Felony","African-American","25 - 45","Male",0,10,1
"4996",22,"Misdemeanor","African-American","Less than 25","Male",2,9,1
"4998",22,"Felony","African-American","Less than 25","Male",1,8,1
"5001",30,"Felony","African-American","25 - 45","Male",0,1,0
"5002",36,"Misdemeanor","African-American","25 - 45","Male",0,6,0
"5003",32,"Felony","African-American","25 - 45","Male",0,1,0
"5004",34,"Felony","African-American","25 - 45","Female",5,9,1
"5008",38,"Misdemeanor","African-American","25 - 45","Male",5,4,0
"5010",27,"Felony","African-American","25 - 45","Male",0,4,1
"5011",20,"Felony","African-American","Less than 25","Male",2,3,1
"5013",35,"Felony","African-American","25 - 45","Female",7,2,1
"5016",27,"Felony","African-American","25 - 45","Male",1,4,1
"5017",27,"Felony","African-American","25 - 45","Male",0,5,0
"5018",24,"Misdemeanor","African-American","Less than 25","Male",2,6,1
"5021",27,"Misdemeanor","African-American","25 - 45","Male",0,1,0
"5022",48,"Misdemeanor","African-American","Greater than 45","Female",0,5,0
"5023",26,"Misdemeanor","African-American","25 - 45","Female",1,4,0
"5027",41,"Felony","African-American","25 - 45","Male",0,1,0
"5028",21,"Felony","African-American","Less than 25","Male",0,7,0
"5030",39,"Misdemeanor","African-American","25 - 45","Female",3,6,0
"5033",36,"Felony","African-American","25 - 45","Male",2,4,1
"5036",38,"Misdemeanor","African-American","25 - 45","Male",17,4,1
"5038",22,"Felony","African-American","Less than 25","Male",1,5,1
"5040",26,"Felony","African-American","25 - 45","Male",2,4,0
"5041",27,"Misdemeanor","African-American","25 - 45","Female",1,6,1
"5042",22,"Felony","African-American","Less than 25","Male",2,8,0
"5046",20,"Felony","African-American","Less than 25","Male",1,2,0
"5047",22,"Misdemeanor","African-American","Less than 25","Male",1,7,1
"5050",22,"Felony","African-American","Less than 25","Male",1,6,0
"5051",55,"Felony","African-American","Greater than 45","Male",1,1,0
"5053",21,"Felony","African-American","Less than 25","Male",0,10,1
"5054",23,"Felony","African-American","Less than 25","Male",0,2,0
"5057",39,"Felony","African-American","25 - 45","Male",1,1,0
"5061",31,"Misdemeanor","African-American","25 - 45","Male",5,8,0
"5063",32,"Felony","African-American","25 - 45","Male",5,4,1
"5065",43,"Misdemeanor","African-American","25 - 45","Male",2,1,0
"5067",27,"Felony","African-American","25 - 45","Male",21,7,1
"5068",41,"Misdemeanor","African-American","25 - 45","Male",0,6,0
"5070",43,"Misdemeanor","African-American","25 - 45","Male",3,1,1
"5071",33,"Felony","African-American","25 - 45","Female",1,1,0
"5072",22,"Felony","African-American","Less than 25","Male",0,3,0
"5073",34,"Felony","African-American","25 - 45","Male",3,1,0
"5077",22,"Felony","African-American","Less than 25","Male",1,7,1
"5081",39,"Misdemeanor","African-American","25 - 45","Male",0,1,0
"5082",25,"Misdemeanor","African-American","25 - 45","Male",6,7,1
"5084",63,"Felony","African-American","Greater than 45","Male",9,6,1
"5087",20,"Felony","African-American","Less than 25","Male",3,8,1
"5089",30,"Felony","African-American","25 - 45","Male",7,8,1
"5091",37,"Misdemeanor","African-American","25 - 45","Male",4,7,1
"5092",34,"Felony","African-American","25 - 45","Male",1,7,0
"5094",31,"Misdemeanor","African-American","25 - 45","Female",1,2,1
"5100",34,"Felony","African-American","25 - 45","Male",12,9,1
"5105",22,"Felony","African-American","Less than 25","Male",1,8,0
"5106",24,"Felony","African-American","Less than 25","Male",3,8,1
"5107",25,"Felony","African-American","25 - 45","Male",5,5,0
"5108",24,"Felony","African-American","Less than 25","Male",6,6,1
"5109",20,"Misdemeanor","African-American","Less than 25","Male",1,4,1
"5111",49,"Felony","African-American","Greater than 45","Male",3,8,1
"5115",26,"Felony","African-American","25 - 45","Male",11,7,1
"5116",20,"Felony","African-American","Less than 25","Male",1,6,0
"5118",30,"Misdemeanor","African-American","25 - 45","Male",2,2,0
"5120",26,"Felony","African-American","25 - 45","Male",2,6,0
"5123",26,"Felony","African-American","25 - 45","Male",5,4,0
"5125",28,"Felony","African-American","25 - 45","Male",0,3,1
"5126",23,"Misdemeanor","African-American","Less than 25","Male",1,2,1
"5127",21,"Misdemeanor","African-American","Less than 25","Female",0,5,0
"5133",35,"Felony","African-American","25 - 45","Male",22,10,1
"5136",25,"Misdemeanor","African-American","25 - 45","Male",5,9,0
"5137",31,"Misdemeanor","African-American","25 - 45","Male",12,8,1
